date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:17:14	105033/105033	U--M-Z	200	updated ('OK')	text/html	etag:%2219a49-6532f0e4c2787-gzip%22	https://techzaa.in/rasket/admin/tables-gridjs.html	C:/My%20Web%20Sites/Prototipo%20Salao%20de%20eventos/techzaa.in/rasket/admin/tables-gridjs.html	(from https://techzaa.in/rasket/admin/index.html)
15:17:15	74043/74043	U--M-Z	200	updated ('OK')	text/html	etag:%221213b-6532f0e4b6c05-gzip%22	https://techzaa.in/rasket/admin/forms-fileuploads.html	C:/My%20Web%20Sites/Prototipo%20Salao%20de%20eventos/techzaa.in/rasket/admin/forms-fileuploads.html	(from https://techzaa.in/rasket/admin/index.html)
15:17:15	78977/78977	U--M-Z	200	updated ('OK')	text/html	etag:%2213481-6532f0e4b6c05-gzip%22	https://techzaa.in/rasket/admin/forms-editors.html	C:/My%20Web%20Sites/Prototipo%20Salao%20de%20eventos/techzaa.in/rasket/admin/forms-editors.html	(from https://techzaa.in/rasket/admin/index.html)
15:17:16	88830/88830	U--M-Z	200	updated ('OK')	text/html	etag:%2215afe-6532f0e4b7ba5-gzip%22	https://techzaa.in/rasket/admin/forms-input-mask.html	C:/My%20Web%20Sites/Prototipo%20Salao%20de%20eventos/techzaa.in/rasket/admin/forms-input-mask.html	(from https://techzaa.in/rasket/admin/index.html)
15:17:20	82483/82483	U--M-Z	200	updated ('OK')	text/html	etag:%2214233-6532f0e4b8b45-gzip%22	https://techzaa.in/rasket/admin/icons-boxicons.html	C:/My%20Web%20Sites/Prototipo%20Salao%20de%20eventos/techzaa.in/rasket/admin/icons-boxicons.html	(from https://techzaa.in/rasket/admin/index.html)
15:17:22	72457/72457	U--M-Z	200	updated ('OK')	text/html	etag:%2211b09-6532f0e4b8b45-gzip%22	https://techzaa.in/rasket/admin/icons-solar.html	C:/My%20Web%20Sites/Prototipo%20Salao%20de%20eventos/techzaa.in/rasket/admin/icons-solar.html	(from https://techzaa.in/rasket/admin/index.html)
15:17:22	91269/91269	U--M-Z	200	updated ('OK')	text/html	etag:%2216485-6532f0e4bf8a6-gzip%22	https://techzaa.in/rasket/admin/maps-vector.html	C:/My%20Web%20Sites/Prototipo%20Salao%20de%20eventos/techzaa.in/rasket/admin/maps-vector.html	(from https://techzaa.in/rasket/admin/index.html)
15:17:24	32617/32617	U--M-Z	200	updated ('OK')	text/javascript	etag:%227f69-623282c0e7b26-gzip%22	https://techzaa.in/rasket/admin/assets/vendor/jsvectormap/js/jsvectormap.min.js	C:/My%20Web%20Sites/Prototipo%20Salao%20de%20eventos/techzaa.in/rasket/admin/assets/vendor/jsvectormap/js/jsvectormap.min.js	(from https://techzaa.in/rasket/admin/index.html)
15:17:24	103490/103490	U--M-Z	200	updated ('OK')	text/javascript	etag:%2219442-623282c0e7b26-gzip%22	https://techzaa.in/rasket/admin/assets/vendor/jsvectormap/maps/world-merc.js	C:/My%20Web%20Sites/Prototipo%20Salao%20de%20eventos/techzaa.in/rasket/admin/assets/vendor/jsvectormap/maps/world-merc.js	(from https://techzaa.in/rasket/admin/index.html)
15:17:26	102233/102233	U--M-Z	200	updated ('OK')	text/javascript	etag:%2218f59-623282c0e7b26-gzip%22	https://techzaa.in/rasket/admin/assets/vendor/jsvectormap/maps/world.js	C:/My%20Web%20Sites/Prototipo%20Salao%20de%20eventos/techzaa.in/rasket/admin/assets/vendor/jsvectormap/maps/world.js	(from https://techzaa.in/rasket/admin/index.html)
